case_id,article_id,context
sc_2016_Ghanshyam_Sarda_vs_Sashikant_Jha_Director_M_S_Jk_Jute_on_18_November_2016_1,CONST_1950_Art129,"ourt, if necessary, by overruling any procedural or other technical objections. Article 129 is a constitutional power and when exercised in tandem with Article 142, all su"
sc_2016_Girish_Raghunath_Mehta_vs_Inspector_Of_Customs_Anr_on_7_September_2016_1,CONST_1950_Art136,based on evidence and the same is not liable to be disturbed in an appeal under Article 136 of the Constitution. It was pointed out that the contentions advanced by the le
sc_2016_Goa_Foundation_Anr_vs_State_Of_Goa_Anr_on_29_March_2016_1,CONST_1950_Art40, acquisition made under Part VII of the Act; the satisfaction of the Government under Section 40 of the Act with regard to the purpose of the acquisition and the contours of th
sc_2016_Goa_Foundation_Anr_vs_State_Of_Goa_Anr_on_29_March_2016_1,CONST_1950_Art32,"  J U D G M E N T RANJAN GOGOI, J. 1. The challenge in this writ petition under Article 32 of the Constitution of India is to Constitutional validity of the Land Acquisit"
sc_2016_Goa_Foundation_Anr_vs_State_Of_Goa_Anr_on_29_March_2016_1,CONST_1950_Art254,"idential assent, would be without any legal effect in view of the provisions of Article 254 (2) of the Constitution. It is also submitted by Shri Parikh that each of the s"
sc_2016_Greaves_Cotton_Limited_vs_United_Machinery_And_Appliances_on_14_December_2016_1,CONST_1950_Art10,ndent for using the same in the diesel gensets. Arbitration clause contained in Article 10.1 of agreement dated 02.07.2007 (copy Annexure P-1) reads as under: - “10.1 Any
sc_2016_Gujarat_Maritime_Board_vs_L_T__Infrastructure_Development_on_28_September_2016,CONST_1950_Art226," the High Court is justified in exercising its discretionary jurisdiction under Article 226 of Gujarat Maritime Board vs LT Infrastructure Development ... on 28 September,"
sc_2016_Gujarat_Maritime_Board_vs_L_T__Infrastructure_Development_on_28_September_2016,CONST_1950_Art14,"ty is arbitrary and unreasonable so as to violate the constitutional mandate of Article 14 or for other valid and legitimate reasons, for which the Court thinks it necess"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Emco_Ltd_Ors_on_2_February_2016_1,CONST_1950_Art5,"ovisions relevant for the dispute in the present appeal are Clauses 5.1 & 5.2, “Article 5: Rates and Charges 5.1 Monthly Energy Charges: GUVNL shall pay to the Power Pro"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art3,"than 215 MW to ESL. There is no evidence of any loss suffered by the appellant. Article 3.1 of the Agreement could not be read as suggested by the appellant. Further, if"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art12,"PA has been executed, the parties are governed by the terms of the PPA. In fact Article 12.5 of the PPA clarifies that the PPA and the schedules attached thereto are a co"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art5,"sar Steels Ltd. and not on proportionate theory basis. 47. As a matter of fact, Article 5.2 of the PPA-1 obligates the Electricity Board to pay to the Appellant its Annu"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art10, principle enshrined in section 73 of the Contract Act has been incorporated in Article 10.1 of the PPA-1 which reads as follows: “……neither Party shall be liable to the 
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art4,"uired to establish a letter of credit under Article 5.5. As against this, under Article 4.1 of the PPA with the ESL, fuel is to be supplied by the ESL which created an o"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art323A," that in the wake of 42nd Amendment to the Constitution of India, incorporating Article 323A and 323B of the Constitution under Part XIVA, various Tribunals have been set u"
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art226,isions of the Tribunals will be subject to High Court’s writ jurisdiction under Article 226/227[2]. It was further observed that the then existing position of direct appea
sc_2016_Gujarat_Urja_Vikas_Nigam_Ltd_vs_Essar_Power_Limited_on_9_August_2016_1,CONST_1950_Art136,"matter was referred for consideration of the larger Bench for interpretation of Article 136. By the time, the matter came up for consideration of the larger Bench on 11th "
sc_2016_Gulshera_Khanam_vs_Aftab_Ahmad_on_27_September_2016_1,CONST_1950_Art227,"s eviction from the suit shop, the High Court while hearing writ petition under Article 227 of the Constitution of India had no jurisdiction to upset the concurrent findin"
sc_2016_H_P_State_Electricity_Board_Ltd_vs_Mahesh_Dahiya_on_18_November_2016_1,CONST_1950_Art320," (supra). There is no cavil over the proposition that the language engrafted in Article 320(3)(c) does not make the said Article mandatory. As we find, in the T.V.Patel's "
sc_2016_Harbeer_Singh_vs_Sheeshpal_Ors_on_20_October_2016_1,CONST_1950_Art136,cope of interference by this Court in a criminal appeal against acquittal under Article 136 of the Constitution of India. 9. In Himachal Pradesh Administration Vs. Shri Om
sc_2016_Harijan_Paniben_Dudabhai_vs_State_Of_Gujarat_Ors_on_1_July_2016_1,CONST_1950_Art203,ion Bench of this Court held that Panchayat Service constituted under aforesaid Section 203 of the Act is a Civil Service of the State and the members of the Service are g
sc_2016_Hdfc_Securities_Ltd_Ors_vs_State_Of_Maharashtra_Anr_on_9_December_2016_1,CONST_1950_Art227,tion was premature and there was no need for exercising the powers either under Article 227 of the Constitution of India or under Section 482 Cr.P.C. Hdfc Securities Ltd.&
sc_2016_High_Court_Of_Punjab_Haryana_vs_Jagdev_Singh_on_29_July_2016_1,CONST_1950_Art226,", by its judgment dated 1 August 2005, a petition filed by the Respondent under Article 226 of the Constitution to challenge a direction issued by the State to the Account"
sc_2016_High_Court_Of_Punjab_Haryana_vs_Jagdev_Singh_on_29_July_2016_1,CONST_1950_Art8,"t be recovered at that stage, there being no fraud or misrepresentation on his part. 8 The order of the High Court has been challenged in these proceedings. From the "
sc_2016_Hiral_P_Harsora_And_Ors_vs_Kusum_Narottamdas_Harsora_And_Ors_on_6_October_2016_1,CONST_1950_Art93,"stitution) Order, 1947, any law made by the Governor of the Punjab by virtue of Section 93 of the Government of India Act, 1935, which was in force immediately before 15-"
sc_2016_Hiral_P_Harsora_And_Ors_vs_Kusum_Narottamdas_Harsora_And_Ors_on_6_October_2016_1,CONST_1950_Art43,13 so as to be in tune with the object sought to be achieved by such legislations. 43. Having struck down a portion of Section 2(q) on the ground that it is violativ
sc_2016_Hiral_P_Harsora_And_Ors_vs_Kusum_Narottamdas_Harsora_And_Ors_on_6_October_2016_1,CONST_1950_Art14," the reach of the Act would have to be either struck down as being violative of Article 14 of the Constitution or read down. According to her, given the object of the sta"
sc_2016_Hiral_P_Harsora_And_Ors_vs_Kusum_Narottamdas_Harsora_And_Ors_on_6_October_2016_1,CONST_1950_Art6,"ons of the East Punjab Urban Rent Restriction Act, 1949 (Act 3 of 1949).— Under Article 6 of the India (Provisional Constitution) Order, 1947, any law made by the Govern"
sc_2016_Hiral_P_Harsora_And_Ors_vs_Kusum_Narottamdas_Harsora_And_Ors_on_6_October_2016_1,CONST_1950_Art19,"rocedural provision which was an unreasonable restriction within the meaning of Article 19(6) of the Constitution. Chamarbaugwalla’s case was applied, and it was ultimate"
sc_2016_Idbi_Trusteeship_Services_Ltd_vs_Hubtown_Ltd_on_15_November_2016_1,CONST_1950_Art136,d. He also asked us not to interfere with the Ld. Single Judge’s judgment under Article 136 as there was nothing perverse in the Single Judge's conclusions. 9. This case t
sc_2016_Jamnadas_vs_State_Of_M_P_on_29_June_2016_1,CONST_1950_Art20,"ge. As mentioned earlier, this position is embodied in a conjunctive reading of Article 20(3) of the Constitution and Sections 161(2), 313(3) and proviso (b) of Section 3"
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art32," petitioners, in these circumstances, have preferred the instant petition under Article 32 of the Constitution of India for putting the system in place so that other such"
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art5,"es (UNCRPD), which India ratified in 2007. Specifically, the UNCRPD requires in Article 5: Jeeja Ghosh & Anr vs Union Of India & Ors on 12 May, 2016 Indian Kanoon - http"
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art9, specifically targets transportation systems such as airlines when it states in Article 9: “1. To enable persons with disabilities to live independently and participate 
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art27,requires India's internal legislation to comply with international commitments. Article 27 states that a “State party... may not invoke the provisions of its internal law
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art4," on 12 May, 2016 Indian Kanoon - http://indiankanoon.org/doc/175579179/ 22   in Article 4.1 of CAR, 2008 by not informing respondent No.3, at the time of booking of tick"
sc_2016_Jeeja_Ghosh_Anr_vs_Union_Of_India_Ors_on_12_May_2016_1,CONST_1950_Art21,"ht, now treated as human right of the persons who are disabled, has it roots in Article 21 of the Constitution. Jurisprudentially, three types of models for determining t"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art2,om of the present reference to a larger Bench made in the following circumstances. 2. In exercise of their legislative powers under Entry 52 of List II of the Seven
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art35,"ed to them. The States are supreme and the Centre cannot tamper with their powers. 35. Justice K. Ramaswamy, speaking for himself also accepted federalism of the Ind"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art92,"d American decisions, Australian decisions with regard to the interpretation of Section 92 of the Australian Constitution and American decisions with regard to the Commer"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art29,"rade and commerce.][38] Rep. by the Constitution (Seventh Amendment) Act, 1956, s. 29 and Sch. 307. Appointment of authority for carrying out the purposes of article"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art8,Section 92 of Australian Constitution.[54] 3 United States of America Article 1 Section 8 Clause 3 of the U.S. Constitution states that “The Congress shall have the legi
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art121,"icial interpretation. 4 Canada Canadian Constitution envisages freedom of trade under Section 121 as follows ‘All Articles of the Growth, Produce, or Manufacture of any one of t"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art301,ontemplation of Part XIII of the Constitution of India. The word ‘Free’ used in Article 301 does not mean “free from taxation”. 2. Only such taxes as are discriminatory in
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art304,taxation”. 2. Only such taxes as are discriminatory in nature are prohibited by Article 304(a). It follows that levy of a non-discriminatory tax would not constitute an in
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art145,uld be authoritatively laid down with certitude by the Constitution Bench under Article 145(3). 28. In the circumstances let all these matters be placed before the Hon’ble
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art266," law and for the purposes and in the manner provided in the Constitution as per Article 266 and there is nothing express or explicit in Entry 52 List II, Schedule VII whic"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art302,"ticle 304(b), including Presidential assent? Whether the word “restrictions” in Article 302 and in Article 304(b) includes tax laws? Whether validity of a law impugned as "
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art303, 301 should be judged only in the light of the test of non-discrimination? Does Article 303 circumscribe Article 301? Whether “internal goods” would come under Article 304
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art19,bari makes a tax law per se violative of Article 301? Interrelationship between Article 19(1)(g) and Article 301 of the Constitution? These are some of the questions whic
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art246,"nstance, whether levy of a tax is an attribute of sovereignty and if so whether Article 246 of the Constitution recognises the sovereign power of the State to make laws in"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art265,"amount taxed or in respect of the property which is made the object of the tax. Article 265 of the Constitution provides that no tax shall be levied or collected, except b"
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art73,sence of any legislative sanction by exercise of executive power of State under Article 73 by the Union or Article 162 by the State. 22. Under Article 366(28) “Taxation” 
sc_2016_Jindal_Stainless_Ltd_Anr_vs_State_Of_Haryana_Ors_on_11_November_2016_1,CONST_1950_Art162,nction by exercise of executive power of State under Article 73 by the Union or Article 162 by the State. 22. Under Article 366(28) “Taxation” has been defined to include 
